업종,상호,시설주소(지번),시설주소(도로명),데이터기준일자
수영장업,잠실실내수영장,서울특별시 송파구 잠실동 10번지 ,"서울특별시 송파구 올림픽로 25 (잠실동, 종합운동장)",2020-04-13
수영장업,롯데호텔 실내수영장,서울특별시 송파구 잠실동 40-1번지 ,"서울특별시 송파구 올림픽로 240, 5층 (잠실동, 롯데호텔)",2020-04-13
수영장업,한강공원 잠실수영장,서울특별시 송파구 잠실동 1-1번지 한강공원 잠실수영장 ,"서울특별시 송파구 한가람로 65 (잠실동, 한강사업본부 잠실안내센터)",2020-04-13
수영장업,아쿠아키즈,서울특별시 송파구 잠실동 252-11번지 ,"서울특별시 송파구 삼전로 지하 95 (잠실동, 태성빌딩)",2020-04-13
수영장업,에이치투오 어린이수영장,서울특별시 송파구 방이동 227-9번지 지하1층 ,서울특별시 송파구 오금로 233 (방이동),2020-04-13
수영장업,키즈마린 워터파크,서울특별시 송파구 잠실동 251번지 지하1층 ,서울특별시 송파구 삼전로 81 (잠실동),2020-04-13
수영장업,(주)스위스키즈베어,서울특별시 송파구 삼전동 130-5번지 지층 ,서울특별시 송파구 삼학사로 99 (삼전동),2020-04-13
수영장업,더블유엘지 문정,서울특별시 송파구 문정동 1번지 삼성래미안상가 지하1층 ,"서울특별시 송파구 문정로 83 (문정동, 문정래미안아파트)",2020-04-13
수영장업,키즈웨일즈,서울특별시 송파구 가락동 164-18번지 ,서울특별시 송파구 동남로 207 (가락동),2020-04-13
수영장업,엘에스(LS),서울특별시 송파구 풍납동 402-4번지 ,"서울특별시 송파구 토성로 78 (풍납동, 정민빌딩)",2020-04-13
수영장업,킨더스윔,서울특별시 송파구 오금동 11번지 ,"서울특별시 송파구 양재대로72길 17 (오금동, 현대백조아파트)",2020-04-13
수영장업,비바스포츠센타,서울특별시 송파구 방이동 67-2번지 ,"서울특별시 송파구 오금로15길 5-12 (방이동, 정환빌딩)",2020-04-13
수영장업,블루라군,서울특별시 송파구 가락동 140번지 가락쌍용아파트 ,"서울특별시 송파구 동남로 189, 쌍용프라자 지하2층 (가락동)",2020-04-13
체육도장업,용인대 태권도장,서울특별시 송파구 풍납동 506번지 동아한가람아파트 ,"서울특별시 송파구 한가람로16길 7, 205,206호 (풍납동)",2020-04-13
체육도장업,통일태권도장,서울특별시 송파구 잠실동 101-1번지 상가 ,서울특별시 송파구 올림픽로4길 40 (잠실동),2020-04-13
체육도장업,우일태권도장,서울특별시 송파구 풍납동 264-2번지 우일(아) ,서울특별시 송파구 토성로 38-4 (풍납동),2020-04-13
체육도장업,태비태권도,서울특별시 송파구 방이동 89-11번지 ,"서울특별시 송파구 양재대로 1222 (방이동, 올림픽프라자)",2020-04-13
체육도장업,마천체육관,서울특별시 송파구 마천동 77-2번지 ,서울특별시 송파구 성내천로 214 (마천동),2020-04-13
체육도장업,올림픽검도교실(올림픽제1체육관스포츠교실),서울특별시 송파구 방이동 88-2번지 ,서울특별시 송파구 올림픽로 424 (방이동),2020-04-13
체육도장업,송무검도관,서울특별시 송파구 석촌동 284-5번지 ,서울특별시 송파구 송파대로43길 16 (석촌동),2020-04-13
체육도장업,MTA 청목 태권도,서울특별시 송파구 가락동 189-21번지 ,"서울특별시 송파구 동남로18길 43 (가락동, 혜성빌딩)",2020-04-13
체육도장업,가동태권도,서울특별시 송파구 가락동 164-0번지 ,서울특별시 송파구 중대로20길 49 (가락동),2020-04-13
체육도장업,승민태권도체육도장,서울특별시 송파구 삼전동 29-3번지 ,서울특별시 송파구 백제고분로22길 8 (삼전동),2020-04-13
체육도장업,월드태권도,서울특별시 송파구 신천동 7번지 장미B상가 ,"서울특별시 송파구 올림픽로35길 112 (신천동, 장미아파트 비상가)",2020-04-13
체육도장업,태권도상무체육관,서울특별시 송파구 석촌동 269-0번지 ,서울특별시 송파구 가락로11길 12 (석촌동),2020-04-13
체육도장업,한국체대 탑 태권도장,서울특별시 송파구 잠실동 226-5번지 202호,서울특별시 송파구 올림픽로12길 54 (잠실동),2020-04-13
체육도장업,우일,서울특별시 송파구 풍납동 508-0번지 상가 ,서울특별시 송파구 토성로 38-6 (풍납동),2020-04-13
체육도장업,현무태권도체육관,서울특별시 송파구 마천동 307-5번지 2층 ,서울특별시 송파구 마천로57길 12 (마천동),2020-04-13
체육도장업,단무태권도장,서울특별시 송파구 석촌동 212-4번지 ,서울특별시 송파구 삼학사로12길 14 (석촌동),2020-04-13
체육도장업,원도태권도,서울특별시 송파구 풍납동 156-12번지 ,서울특별시 송파구 풍성로 65 (풍납동),2020-04-13
체육도장업,경희체육도장,서울특별시 송파구 풍납동 177-23번지 ,서울특별시 송파구 한가람로14길 13 (풍납동),2020-04-13
체육도장업,쌍용태권도장,서울특별시 송파구 가락동 140-0번지 28동201호 ,서울특별시 송파구 동남로 189 (가락동),2020-04-13
체육도장업,비호체육관,서울특별시 송파구 마천동 284-3번지 ,서울특별시 송파구 성내천로 305 (마천동),2020-04-13
체육도장업,태권도왕호체육관,서울특별시 송파구 가락동 31-0번지 ,서울특별시 송파구 송이로17길 40 (가락동),2020-04-13
체육도장업,왕호태권도,서울특별시 송파구 풍납동 406-1번지 ,"서울특별시 송파구 토성로 65 (풍납동, 태양상가)",2020-04-13
체육도장업,잠실운동장검도장,서울특별시 송파구 잠실동 10-0번지 ,서울특별시 송파구 올림픽로 25 (잠실동),2020-04-13
체육도장업,태권도대명체육관,서울특별시 송파구 잠실동 27-2번지 ,서울특별시 송파구 잠실로 15 (잠실동),2020-04-13
체육도장업,상아태권도,서울특별시 송파구 오금동 165번지 ,"서울특별시 송파구 오금로 407, 208호 (오금동)",2020-04-13
체육도장업,극동태권도체육도장,서울특별시 송파구 가락동 155-1번지 ,서울특별시 송파구 중대로 192 (가락동),2020-04-13
체육도장업,용인대 방이태권도,서울특별시 송파구 방이동 170-3번지 ,"서울특별시 송파구 백제고분로50길 35 (방이동, 정원빌딩)",2020-04-13
체육도장업,양문체육관,서울특별시 송파구 문정동 97-4번지 ,서울특별시 송파구 새말로 142 (문정동),2020-04-13
체육도장업,잠실유도회관,서울특별시 송파구 잠실동 226-5번지 ,서울특별시 송파구 올림픽로12길 54 (잠실동),2020-04-13
체육도장업,홍익체육관,서울특별시 송파구 마천동 13-7번지 2층 ,"서울특별시 송파구 성내천로23길 22, 2층 (마천동)",2020-04-13
체육도장업,용사경희체육관,서울특별시 송파구 풍납동 259-8번지 ,서울특별시 송파구 토성로 26 (풍납동),2020-04-13
체육도장업,무영검도관,서울특별시 송파구 가락동 164-23번지 1통41반 지하1층 ,서울특별시 송파구 동남로 215 (가락동),2020-04-13
체육도장업,STS한국체대태권도,서울특별시 송파구 문정동 150번지 훼밀리(아) 호돌이상가(3동) 202호 ,서울특별시 송파구 중대로 24 (문정동),2020-04-13
체육도장업,서울태권도체육관,서울특별시 송파구 가락동 96-1번지 ,서울특별시 송파구 송파대로32길 8 (가락동),2020-04-13
